ï..station_id	stationname	date	daytype	rides	lat	long
40710	Chicago/Franklin	12/23/2017	A	1736	41.89681	-87.635924
40710	Chicago/Franklin	12/8/2017	W	7072	41.89681	-87.635924
40710	Chicago/Franklin	12/22/2017	W	4686	41.89681	-87.635924
40710	Chicago/Franklin	12/17/2017	U	1477	41.89681	-87.635924
40710	Chicago/Franklin	12/7/2017	W	7411	41.89681	-87.635924
40710	Chicago/Franklin	12/10/2017	U	1639	41.89681	-87.635924
40710	Chicago/Franklin	12/6/2017	W	7448	41.89681	-87.635924
40710	Chicago/Franklin	12/15/2017	W	6557	41.89681	-87.635924
40710	Chicago/Franklin	12/27/2017	W	3695	41.89681	-87.635924
40710	Chicago/Franklin	12/19/2017	W	6901	41.89681	-87.635924
40710	Chicago/Franklin	12/30/2017	A	1621	41.89681	-87.635924
40710	Chicago/Franklin	12/4/2017	W	7353	41.89681	-87.635924
40710	Chicago/Franklin	12/14/2017	W	7019	41.89681	-87.635924
40710	Chicago/Franklin	12/2/2017	A	3186	41.89681	-87.635924
40710	Chicago/Franklin	12/9/2017	A	2779	41.89681	-87.635924
40710	Chicago/Franklin	12/20/2017	W	6715	41.89681	-87.635924
40710	Chicago/Franklin	12/25/2017	U	418	41.89681	-87.635924
40710	Chicago/Franklin	12/13/2017	W	7271	41.89681	-87.635924
40710	Chicago/Franklin	12/11/2017	W	7023	41.89681	-87.635924
40710	Chicago/Franklin	12/12/2017	W	7139	41.89681	-87.635924
40710	Chicago/Franklin	12/18/2017	W	6886	41.89681	-87.635924
40710	Chicago/Franklin	12/1/2017	W	7369	41.89681	-87.635924
40710	Chicago/Franklin	12/29/2017	W	3781	41.89681	-87.635924
40710	Chicago/Franklin	12/26/2017	W	2348	41.89681	-87.635924
40710	Chicago/Franklin	12/24/2017	U	791	41.89681	-87.635924
40710	Chicago/Franklin	12/31/2017	U	1060	41.89681	-87.635924
40710	Chicago/Franklin	12/5/2017	W	7217	41.89681	-87.635924
40710	Chicago/Franklin	12/3/2017	U	1938	41.89681	-87.635924
