ï..station_id	stationname	date	daytype	rides	lat	long
41240	Addison-O'Hare	12/1/2017	W	3172	41.94738	-87.71906
41240	Addison-O'Hare	12/14/2017	W	3033	41.94738	-87.71906
41240	Addison-O'Hare	12/4/2017	W	3034	41.94738	-87.71906
41240	Addison-O'Hare	12/23/2017	A	1313	41.94738	-87.71906
41240	Addison-O'Hare	12/21/2017	W	2916	41.94738	-87.71906
41240	Addison-O'Hare	12/26/2017	W	1257	41.94738	-87.71906
41240	Addison-O'Hare	12/17/2017	U	1015	41.94738	-87.71906
41240	Addison-O'Hare	12/12/2017	W	2870	41.94738	-87.71906
41240	Addison-O'Hare	12/15/2017	W	2866	41.94738	-87.71906
41240	Addison-O'Hare	12/3/2017	U	1121	41.94738	-87.71906
41240	Addison-O'Hare	12/2/2017	A	1533	41.94738	-87.71906
41240	Addison-O'Hare	12/10/2017	U	876	41.94738	-87.71906
41240	Addison-O'Hare	12/16/2017	A	1378	41.94738	-87.71906
41240	Addison-O'Hare	12/5/2017	W	3013	41.94738	-87.71906
41240	Addison-O'Hare	12/6/2017	W	3051	41.94738	-87.71906
41240	Addison-O'Hare	12/25/2017	U	358	41.94738	-87.71906
41240	Addison-O'Hare	12/9/2017	A	1315	41.94738	-87.71906
41240	Addison-O'Hare	12/24/2017	U	809	41.94738	-87.71906
41240	Addison-O'Hare	12/28/2017	W	1395	41.94738	-87.71906
41240	Addison-O'Hare	12/27/2017	W	1513	41.94738	-87.71906
41240	Addison-O'Hare	12/22/2017	W	2658	41.94738	-87.71906
41240	Addison-O'Hare	12/13/2017	W	2749	41.94738	-87.71906
41240	Addison-O'Hare	12/19/2017	W	3026	41.94738	-87.71906
41240	Addison-O'Hare	12/31/2017	U	732	41.94738	-87.71906
41240	Addison-O'Hare	12/11/2017	W	2853	41.94738	-87.71906
41240	Addison-O'Hare	12/30/2017	A	764	41.94738	-87.71906
41240	Addison-O'Hare	12/7/2017	W	3033	41.94738	-87.71906
41240	Addison-O'Hare	12/29/2017	W	1476	41.94738	-87.71906
41240	Addison-O'Hare	12/8/2017	W	3054	41.94738	-87.71906
41240	Addison-O'Hare	12/20/2017	W	2902	41.94738	-87.71906
41240	Addison-O'Hare	12/18/2017	W	2869	41.94738	-87.71906
41240	Addison-O'Hare	2/22/2018	W	2951	41.94738	-87.71906
41240	Addison-O'Hare	3/11/2018	U	864	41.94738	-87.71906
41240	Addison-O'Hare	1/2/2018	W	1792	41.94738	-87.71906
41240	Addison-O'Hare	3/25/2018	U	909	41.94738	-87.71906
41240	Addison-O'Hare	3/29/2018	W	2505	41.94738	-87.71906
41240	Addison-O'Hare	2/9/2018	W	1931	41.94738	-87.71906
41240	Addison-O'Hare	3/1/2018	W	2876	41.94738	-87.71906
41240	Addison-O'Hare	2/19/2018	W	1904	41.94738	-87.71906
41240	Addison-O'Hare	1/13/2018	A	996	41.94738	-87.71906
41240	Addison-O'Hare	3/28/2018	W	2577	41.94738	-87.71906
41240	Addison-O'Hare	2/27/2018	W	2884	41.94738	-87.71906
41240	Addison-O'Hare	1/15/2018	W	1570	41.94738	-87.71906
41240	Addison-O'Hare	1/1/2018	U	541	41.94738	-87.71906
41240	Addison-O'Hare	3/4/2018	U	802	41.94738	-87.71906
41240	Addison-O'Hare	3/3/2018	A	1193	41.94738	-87.71906
41240	Addison-O'Hare	1/22/2018	W	2748	41.94738	-87.71906
41240	Addison-O'Hare	3/23/2018	W	2825	41.94738	-87.71906
41240	Addison-O'Hare	1/31/2018	W	2837	41.94738	-87.71906
41240	Addison-O'Hare	1/30/2018	W	2770	41.94738	-87.71906
41240	Addison-O'Hare	2/1/2018	W	2810	41.94738	-87.71906
41240	Addison-O'Hare	1/20/2018	A	1374	41.94738	-87.71906
41240	Addison-O'Hare	3/18/2018	U	1020	41.94738	-87.71906
41240	Addison-O'Hare	3/30/2018	W	2235	41.94738	-87.71906
41240	Addison-O'Hare	1/10/2018	W	2845	41.94738	-87.71906
41240	Addison-O'Hare	3/31/2018	A	1094	41.94738	-87.71906
41240	Addison-O'Hare	1/4/2018	W	2149	41.94738	-87.71906
41240	Addison-O'Hare	1/26/2018	W	2804	41.94738	-87.71906
41240	Addison-O'Hare	2/25/2018	U	844	41.94738	-87.71906
41240	Addison-O'Hare	3/26/2018	W	2409	41.94738	-87.71906
41240	Addison-O'Hare	1/17/2018	W	2739	41.94738	-87.71906
41240	Addison-O'Hare	2/24/2018	A	1112	41.94738	-87.71906
41240	Addison-O'Hare	2/6/2018	W	2774	41.94738	-87.71906
41240	Addison-O'Hare	2/5/2018	W	2554	41.94738	-87.71906
41240	Addison-O'Hare	2/4/2018	U	696	41.94738	-87.71906
41240	Addison-O'Hare	1/19/2018	W	2741	41.94738	-87.71906
41240	Addison-O'Hare	1/29/2018	W	2667	41.94738	-87.71906
41240	Addison-O'Hare	3/13/2018	W	2766	41.94738	-87.71906
41240	Addison-O'Hare	3/10/2018	A	1281	41.94738	-87.71906
41240	Addison-O'Hare	1/5/2018	W	2106	41.94738	-87.71906
41240	Addison-O'Hare	3/7/2018	W	2877	41.94738	-87.71906
41240	Addison-O'Hare	3/21/2018	W	2946	41.94738	-87.71906
41240	Addison-O'Hare	2/11/2018	U	799	41.94738	-87.71906
41240	Addison-O'Hare	2/14/2018	W	2877	41.94738	-87.71906
41240	Addison-O'Hare	1/3/2018	W	2045	41.94738	-87.71906
41240	Addison-O'Hare	3/2/2018	W	2812	41.94738	-87.71906
41240	Addison-O'Hare	3/22/2018	W	2984	41.94738	-87.71906
41240	Addison-O'Hare	1/14/2018	U	700	41.94738	-87.71906
41240	Addison-O'Hare	2/15/2018	W	2903	41.94738	-87.71906
41240	Addison-O'Hare	2/16/2018	W	2940	41.94738	-87.71906
41240	Addison-O'Hare	2/13/2018	W	2879	41.94738	-87.71906
41240	Addison-O'Hare	3/9/2018	W	2865	41.94738	-87.71906
41240	Addison-O'Hare	2/26/2018	W	2827	41.94738	-87.71906
41240	Addison-O'Hare	2/21/2018	W	2911	41.94738	-87.71906
41240	Addison-O'Hare	1/11/2018	W	2851	41.94738	-87.71906
41240	Addison-O'Hare	1/9/2018	W	2749	41.94738	-87.71906
41240	Addison-O'Hare	2/3/2018	A	1067	41.94738	-87.71906
41240	Addison-O'Hare	1/21/2018	U	803	41.94738	-87.71906
41240	Addison-O'Hare	1/8/2018	W	2550	41.94738	-87.71906
41240	Addison-O'Hare	3/8/2018	W	2997	41.94738	-87.71906
41240	Addison-O'Hare	1/12/2018	W	2729	41.94738	-87.71906
41240	Addison-O'Hare	2/20/2018	W	2772	41.94738	-87.71906
41240	Addison-O'Hare	2/8/2018	W	2842	41.94738	-87.71906
41240	Addison-O'Hare	3/14/2018	W	2857	41.94738	-87.71906
41240	Addison-O'Hare	1/24/2018	W	2818	41.94738	-87.71906
41240	Addison-O'Hare	2/12/2018	W	2689	41.94738	-87.71906
41240	Addison-O'Hare	3/27/2018	W	2494	41.94738	-87.71906
41240	Addison-O'Hare	2/2/2018	W	2428	41.94738	-87.71906
41240	Addison-O'Hare	1/28/2018	U	758	41.94738	-87.71906
41240	Addison-O'Hare	1/16/2018	W	2660	41.94738	-87.71906
41240	Addison-O'Hare	2/10/2018	A	1109	41.94738	-87.71906
41240	Addison-O'Hare	2/23/2018	W	2907	41.94738	-87.71906
41240	Addison-O'Hare	3/19/2018	W	2891	41.94738	-87.71906
41240	Addison-O'Hare	2/7/2018	W	2783	41.94738	-87.71906
41240	Addison-O'Hare	1/25/2018	W	2895	41.94738	-87.71906
41240	Addison-O'Hare	1/7/2018	U	667	41.94738	-87.71906
41240	Addison-O'Hare	1/6/2018	A	894	41.94738	-87.71906
41240	Addison-O'Hare	1/18/2018	W	2765	41.94738	-87.71906
41240	Addison-O'Hare	3/20/2018	W	2879	41.94738	-87.71906
41240	Addison-O'Hare	3/6/2018	W	2874	41.94738	-87.71906
41240	Addison-O'Hare	3/16/2018	W	2841	41.94738	-87.71906
41240	Addison-O'Hare	3/12/2018	W	2758	41.94738	-87.71906
41240	Addison-O'Hare	2/17/2018	A	1205	41.94738	-87.71906
41240	Addison-O'Hare	1/27/2018	A	1229	41.94738	-87.71906
41240	Addison-O'Hare	3/15/2018	W	2859	41.94738	-87.71906
41240	Addison-O'Hare	2/18/2018	U	830	41.94738	-87.71906
41240	Addison-O'Hare	3/17/2018	A	1872	41.94738	-87.71906
41240	Addison-O'Hare	3/24/2018	A	1165	41.94738	-87.71906
41240	Addison-O'Hare	2/28/2018	W	2886	41.94738	-87.71906
41240	Addison-O'Hare	1/23/2018	W	2820	41.94738	-87.71906
41240	Addison-O'Hare	3/5/2018	W	2655	41.94738	-87.71906
41240	Addison-O'Hare	5/8/2018	W	3076	41.94738	-87.71906
41240	Addison-O'Hare	6/21/2018	W	2612	41.94738	-87.71906
41240	Addison-O'Hare	6/30/2018	A	1632	41.94738	-87.71906
41240	Addison-O'Hare	5/12/2018	A	1313	41.94738	-87.71906
41240	Addison-O'Hare	5/16/2018	W	3087	41.94738	-87.71906
41240	Addison-O'Hare	4/15/2018	U	799	41.94738	-87.71906
41240	Addison-O'Hare	5/6/2018	U	1008	41.94738	-87.71906
41240	Addison-O'Hare	6/1/2018	W	3205	41.94738	-87.71906
41240	Addison-O'Hare	5/21/2018	W	2684	41.94738	-87.71906
41240	Addison-O'Hare	5/27/2018	U	1203	41.94738	-87.71906
41240	Addison-O'Hare	5/15/2018	W	2933	41.94738	-87.71906
41240	Addison-O'Hare	4/5/2018	W	2982	41.94738	-87.71906
41240	Addison-O'Hare	6/9/2018	A	1592	41.94738	-87.71906
41240	Addison-O'Hare	6/7/2018	W	3458	41.94738	-87.71906
41240	Addison-O'Hare	4/26/2018	W	3294	41.94738	-87.71906
41240	Addison-O'Hare	4/2/2018	W	2663	41.94738	-87.71906
41240	Addison-O'Hare	6/28/2018	W	2910	41.94738	-87.71906
41240	Addison-O'Hare	6/17/2018	U	1032	41.94738	-87.71906
41240	Addison-O'Hare	6/19/2018	W	3181	41.94738	-87.71906
