ï..station_id	stationname	date	daytype	rides
40900	Howard	12/29/2017	W	4,159
40900	Howard	12/31/2017	U	2,692
40900	Howard	12/10/2017	U	2,967
40900	Howard	12/27/2017	W	3,709
40900	Howard	12/28/2017	W	3,940
40900	Howard	12/21/2017	W	5,328
40900	Howard	12/24/2017	U	2,295
40900	Howard	12/25/2017	U	1,548
40900	Howard	12/30/2017	A	2,882
40900	Howard	12/13/2017	W	5,595
40900	Howard	12/01/2017	W	6,084
40900	Howard	12/20/2017	W	5,331
40900	Howard	12/05/2017	W	5,694
40900	Howard	12/23/2017	A	3,472
40900	Howard	12/04/2017	W	5,680
40900	Howard	12/19/2017	W	5,358
40900	Howard	12/12/2017	W	5,498
40900	Howard	12/08/2017	W	5,660
40900	Howard	12/18/2017	W	5,291
40900	Howard	12/07/2017	W	5,611
40900	Howard	12/03/2017	U	3,167
40900	Howard	12/15/2017	W	5,629
40900	Howard	12/06/2017	W	5,628
40900	Howard	12/26/2017	W	3,256
40900	Howard	12/02/2017	A	4,107
40900	Howard	12/11/2017	W	5,433
40900	Howard	12/22/2017	W	5,339
40900	Howard	12/09/2017	A	3,786
40900	Howard	12/14/2017	W	5,621
40900	Howard	12/17/2017	U	3,002
40900	Howard	12/16/2017	A	4,255
40900	Howard	03/31/2018	A	3,288
40900	Howard	01/04/2018	W	4,547
40900	Howard	03/13/2018	W	5,431
40900	Howard	03/28/2018	W	5,087
40900	Howard	03/12/2018	W	5,103
40900	Howard	01/03/2018	W	4,457
40900	Howard	03/01/2018	W	5,320
40900	Howard	03/16/2018	W	5,316
40900	Howard	02/28/2018	W	5,429
40900	Howard	01/28/2018	U	2,691
40900	Howard	02/14/2018	W	5,736
40900	Howard	03/11/2018	U	2,783
40900	Howard	03/18/2018	U	3,035
40900	Howard	01/08/2018	W	4,869
40900	Howard	03/02/2018	W	5,458
40900	Howard	01/25/2018	W	5,652
40900	Howard	01/09/2018	W	5,256
40900	Howard	02/26/2018	W	5,288
40900	Howard	03/03/2018	A	3,741
40900	Howard	01/06/2018	A	3,058
40900	Howard	03/09/2018	W	5,400
40900	Howard	03/20/2018	W	5,602
40900	Howard	01/30/2018	W	5,341
40900	Howard	02/11/2018	U	2,595
40900	Howard	03/08/2018	W	5,404
40900	Howard	02/23/2018	W	5,439
40900	Howard	02/12/2018	W	5,096
40900	Howard	02/25/2018	U	2,723
40900	Howard	01/23/2018	W	5,455
